Relay Race Experts

Channel 0 - [2, 0, 0, 0, 2, 2, 0, 0] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', 3, 0, 9, 9] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 2, 9, ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', 4, 3, 0, ''] - ['', '', '', '', '', '', '', '']
Channel 11 - ['', 2, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 3, 1, ''] - ['', '', '', '', '', '', '', '']
Channel 15 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', 3, 0, 9, 9] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', 4, 3, 2, ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 3, 3, ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - ['', 2, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', '', '', 4, 3, 4, ''] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 16 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 3, 5, ''] - ['', '', '', '', '', '', '', '']
Channel 18 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 19 - ['', 0, '', 0, '', 0, '', 0] - ['', '', '', '', '', '', '', '']
Channel 20 - ['', '', '', 0, '', '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 3, 6, ''] - ['', '', '', '', '', '', '', '']
Channel 22 - ['', '', 1, 1, 4, 8, '', ''] - ['', '', '', '', 2, '', '', '']
Channel 23 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 24 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 25 - ['', '', '', '', 3, 0, 9, 9] - ['', '', '', '', '', 2, '', '']
Channel 26 - [2, 9, '', '', 4, 3, 7, ''] - ['', 2, '', '', '', '', '', '']
Channel 27 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 28 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 29 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 3, 8, ''] - ['', '', '', '', '', '', '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', 3, 0, 9, 9] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', 4, 3, 9, ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 4, 0, ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - ['', 2, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', 4, 4, 1, ''] - ['', '', '', '', '', '', '', '']
Channel 15 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', 3, 0, 9, 9] - ['', '', '', '', 2, 2, '', '']
Channel 0 - [3, '', '', '', 4, 4, 2, ''] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', 4, 4, 3, ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - ['', 2, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', 4, '', '', 4, 4, 4, ''] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', 4, 4, 5, ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 4, 6, ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - ['', 2, '', '', 4, 4, 7, ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - [3, '', '', '', 4, 4, 8, ''] - ['', '', '', '', 2, 2, '', '']
Channel 16 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 17 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 18 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 0 - ['', 0, '', '', 4, 4, 9, ''] - ['', '', '', '', '', '', '', '']
Channel 20 - ['', '', '', 0, '', '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 21 - ['', '', '', 0, '', '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 22 - ['', '', 1, 1, 4, 8, '', ''] - ['', '', '', '', 2, '', '', '']
Channel 23 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 24 - ['', '', '', '', 4, 5, 0, ''] - ['', '', '', '', '', '', '', '']
Channel 25 - ['', '', '', '', 3, 0, 9, 9] - ['', '', '', '', '', 2, '', '']
Channel 26 - [2, 9, 5, 4, '', '', '', ''] - ['', 2, '', '', '', '', '', '']
Channel 27 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 5, 1, ''] - ['', '', '', '', '', '', '', '']
Channel 29 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 30 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', 3, 0, 9, 9] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', 4, 5, 2, ''] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 5, 3, ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - ['', 2, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, '', '', 4, 5, 4, ''] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 0 - ['', '', '', '', 4, 5, 5, ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', 3, 0, 9, 9] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', 4, 5, 6, ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 5, 7, ''] - ['', '', '', '', '', '', '', '']
Channel 11 - ['', 2, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - [3, '', '', '', 4, 5, 8, ''] - ['', '', '', '', 2, 2, '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', 3, 0, 9, 9] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 0 - ['', '', '', '', 4, 5, 9, ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 6, 0, ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - ['', 2, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', '', '', 4, 6, 1, ''] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 16 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 6, 2, ''] - ['', '', '', '', '', '', '', '']
Channel 18 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 19 - ['', 0, '', 0, '', 0, '', 0] - ['', '', '', '', '', '', '', '']
Channel 20 - ['', '', '', 0, '', '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 21 - ['', '', '', 0, '', '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 22 - ['', '', '', '', 4, 6, 3, ''] - ['', '', '', '', 2, '', '', '']
Channel 23 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 24 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 25 - ['', '', '', '', 3, 0, 9, 9] - ['', '', '', '', '', 2, '', '']
Channel 0 - [2, 9, '', '', 4, 6, 4, ''] - ['', 2, '', '', '', '', '', '']
Channel 27 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 28 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 29 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 30 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 1 - ['', '', '', '', 4, 6, 5, ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', 3, 0, 9, 9] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 6, 6, ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', 4, 6, 7, ''] - ['', '', '', '', '', '', '', '']
Channel 11 - ['', 2, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 6, 8, ''] - ['', '', '', '', '', '', '', '']
Channel 15 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', 3, 0, 9, 9] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', 4, 6, 9, ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 7, 0, ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - ['', 2, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', '', '', 4, 7, 1, ''] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - [2, '', '', '', 4, 7, 2, ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', '', 4, 7, 3, ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - ['', 2, '', '', 4, 7, 4, ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - [3, '', '', '', 4, 7, 5, ''] - ['', '', '', '', 2, 2, '', '']
Channel 16 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 17 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 18 - [3, '', '', '', 2, 9, 5, 4] - ['', '', '', '', 2, 2, '', '']
Channel 19 - ['', 0, '', 0, '', 0, '', 0] - ['', '', '', '', '', '', '', '']



Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', 1, 0, 6, 6, ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 1, 0, 6, 7, ''] - ['', '', '', '', '', '', '', '']
Channel 11 - ['', 4, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - [3, '', '', 1, 0, 6, 8, ''] - ['', '', '', '', 2, 2, '', '']
Channel 16 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 17 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 18 - [3, '', '', 1, 0, 1, 7, 4] - ['', '', '', '', 2, 2, '', '']
Channel 0 - ['', 0, '', 1, 0, 6, 9, ''] - ['', '', '', '', '', '', '', '']
Channel 20 - ['', '', '', 0, '', '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 21 - ['', '', '', 0, '', '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 22 - ['', '', 1, 1, 4, 8, '', ''] - ['', '', '', '', 2, '', '', '']
Channel 23 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 24 - ['', '', '', 1, 0, 7, 0, ''] - ['', '', '', '', '', '', '', '']
Channel 25 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 26 - [3, 2, 2, 0, '', '', '', ''] - ['', 2, '', '', '', '', '', '']
Channel 27 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 1, 0, 7, 1, ''] - ['', '', '', '', '', '', '', '']
Channel 29 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 30 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', 1, 0, 7, 2, ''] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 6 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 1, 0, 7, 3, ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - ['', 4, '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, '', 1, 0, 7, 4, ''] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - [3, '', '', 1, 0, 1, 7, 4] - ['', '', '', '', 2, 2, '', '']
Channel 0 - ['', '', '', 1, 0, 7, 5, ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', '', '', '', '', ''] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', 1, 0, 1, 7, 4] - ['', '', '', '', 2, 2, '', '']
Channel 4 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 5 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 0 - ['', '', '', 1, 0, 7, 6, ''] - ['', '', '', '', '', '', '', '']
Channel 7 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 8 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 9 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 10 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 11 - ['', 4, '', 1, 0, 7, 7, ''] - ['', '', '', '', '', '', '', '']
Channel 12 - ['', 4, 0, '', '', '', '', 1] - ['', '', '', '', '', '', '', '']
Channel 13 - ['', '', 0, '', 0, '', '', 0] - ['', '', '', '', '', '', '', '']
Channel 14 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 15 - [3, '', '', 1, 0, 7, 8, ''] - ['', '', '', '', 2, 2, '', '']
Channel 1 - ['', '', '', '', '', '', '', ''] - ['', '', '', '', '', '', '', '']
Channel 2 - [2, '', '', 1, 0, 7, 7, 3] - ['', '', '', '', 2, 2, '', '']
Channel 3 - [3, '', '', 1, 0, 1, 7, 4] - ['', '', '', '', 2, 2, '', '']
Channel 0 - ['', '', '', 1, 0, 7, 9, ''] - ['', '', '', '', '', '', '', '']
